2.800000000000000000e+01,6.400000000000000000e+01,0.000000000000000000e+00,5.669291338582677087e-01,5.250000000000000222e-01
4.200000000000000000e+01,5.500000000000000000e+01,0.000000000000000000e+00,5.511811023622047445e-01,2.213636363636363846e+00
2.300000000000000000e+01,6.200000000000000000e+01,5.818181818181817899e-01,5.669291338582677087e-01,5.250000000000001332e-01
1.600000000000000000e+01,6.000000000000000000e+01,1.163636363636363802e+00,5.590551181102362266e-01,5.250000000000001332e-01
2.300000000000000000e+01,6.200000000000000000e+01,1.745454545454545814e+00,6.220472440944881942e-01,5.249999999999996891e-01
2.800000000000000000e+01,6.400000000000000000e+01,2.327272727272727160e+00,6.692913385826771977e-01,5.249999999999999112e-01
4.200000000000000000e+01,5.500000000000000000e+01,2.327272727272727160e+00,6.220472440944881942e-01,2.213636363636362958e+00
2.800000000000000000e+01,6.400000000000000000e+01,2.909090909090908728e+00,6.141732283464567121e-01,5.249999999999999112e-01
2.800000000000000000e+01,6.400000000000000000e+01,3.490909090909090295e+00,5.826771653543306728e-01,1.049999999999999822e+00
2.300000000000000000e+01,6.200000000000000000e+01,4.654545454545453431e+00,5.905511811023621549e-01,5.250000000000003553e-01
4.200000000000000000e+01,5.500000000000000000e+01,4.654545454545453431e+00,6.062992125984252301e-01,2.213636363636363846e+00
2.300000000000000000e+01,6.200000000000000000e+01,5.236363636363635443e+00,6.062992125984252301e-01,5.250000000000003553e-01
2.300000000000000000e+01,6.200000000000000000e+01,5.818181818181817455e+00,5.905511811023621549e-01,1.049999999999999822e+00
2.800000000000000000e+01,6.400000000000000000e+01,6.981818181818180591e+00,6.456692913385826404e-01,5.250000000000003553e-01
4.200000000000000000e+01,5.500000000000000000e+01,6.981818181818180591e+00,6.220472440944881942e-01,2.213636363636364734e+00
4.300000000000000000e+01,6.700000000000000000e+01,7.563636363636362603e+00,6.614173228346457156e-01,5.250000000000003553e-01
4.300000000000000000e+01,6.700000000000000000e+01,8.145454545454544615e+00,5.905511811023621549e-01,1.050000000000000711e+00
2.800000000000000000e+01,6.400000000000000000e+01,9.309090909090908639e+00,5.748031496062991907e-01,5.250000000000003553e-01
4.200000000000000000e+01,5.500000000000000000e+01,9.309090909090908639e+00,6.141732283464567121e-01,2.213636363636364734e+00
2.300000000000000000e+01,6.200000000000000000e+01,9.890909090909090651e+00,5.433070866141732624e-01,5.250000000000003553e-01
1.600000000000000000e+01,6.000000000000000000e+01,1.047272727272727266e+01,5.590551181102362266e-01,5.250000000000003553e-01
2.300000000000000000e+01,6.200000000000000000e+01,1.105454545454545467e+01,6.299212598425196763e-01,5.250000000000003553e-01
2.800000000000000000e+01,6.400000000000000000e+01,1.163636363636363669e+01,6.614173228346457156e-01,5.250000000000003553e-01
4.200000000000000000e+01,5.500000000000000000e+01,1.163636363636363669e+01,6.220472440944881942e-01,2.213636363636364734e+00
2.800000000000000000e+01,6.400000000000000000e+01,1.221818181818181870e+01,5.984251968503937480e-01,5.250000000000003553e-01
2.800000000000000000e+01,6.400000000000000000e+01,1.280000000000000071e+01,5.826771653543306728e-01,5.250000000000003553e-01
2.800000000000000000e+01,6.400000000000000000e+01,1.338181818181818272e+01,6.062992125984252301e-01,5.250000000000003553e-01
2.300000000000000000e+01,6.200000000000000000e+01,1.396363636363636473e+01,5.905511811023621549e-01,5.250000000000003553e-01
4.200000000000000000e+01,5.500000000000000000e+01,1.396363636363636473e+01,6.141732283464567121e-01,2.213636363636364734e+00
2.300000000000000000e+01,6.200000000000000000e+01,1.454545454545454675e+01,5.826771653543306728e-01,5.250000000000003553e-01
2.800000000000000000e+01,6.400000000000000000e+01,1.512727272727272876e+01,6.377952755905511584e-01,5.250000000000003553e-01
2.300000000000000000e+01,6.200000000000000000e+01,1.570909090909091077e+01,5.511811023622047445e-01,5.250000000000021316e-01
1.600000000000000000e+01,6.000000000000000000e+01,1.629090909090909634e+01,5.748031496062991907e-01,2.213636363636364734e+00
2.700000000000000000e+01,5.200000000000000000e+01,1.629090909090909634e+01,5.669291338582677087e-01,2.213636363636364734e+00
