2.200000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00,3.070866141732283561e-01,5.542195312499998971e-01
2.100000000000000000e+01,3.800000000000000000e+01,4.006406249999999551e-03,3.149606299212598381e-01,8.052876562499998725e-01
5.000000000000000000e+00,5.700000000000000000e+01,6.904373437499998767e-01,3.700787401574803237e-01,1.709399999999999809e-01
6.000000000000000000e+00,6.900000000000000000e+01,8.920931249999998203e-01,3.622047244094488416e-01,1.168535156249999929e+00
3.200000000000000000e+01,6.600000000000000000e+01,9.001059374999997864e-01,2.440944881889763884e-01,1.220618437500000208e+00
2.300000000000000000e+01,6.200000000000000000e+01,9.214734374999997701e-01,1.732283464566929110e-01,1.180554375000000045e+00
3.000000000000000000e+00,3.300000000000000000e+01,1.428951562499999772e+00,4.330708661417322913e-01,1.375532812499999924e-01
4.000000000000000000e+00,4.500000000000000000e+01,1.428951562499999772e+00,3.858267716535432879e-01,1.482370312500000953e-01
2.200000000000000000e+01,5.000000000000000000e+01,1.981835624999999768e+00,4.015748031496063075e-01,3.098287500000000971e-01
2.100000000000000000e+01,3.800000000000000000e+01,1.992519374999999870e+00,3.858267716535432879e-01,2.657582812499998948e-01
5.000000000000000000e+00,5.700000000000000000e+01,2.688298593749999910e+00,3.937007874015748254e-01,1.201921874999998252e-01
3.200000000000000000e+01,6.600000000000000000e+01,2.889954374999999853e+00,1.811023622047244208e-01,6.810890624999998977e-01
6.000000000000000000e+00,6.900000000000000000e+01,2.896631718749999695e+00,2.834645669291338543e-01,7.585462500000001995e-01
2.300000000000000000e+01,6.200000000000000000e+01,2.919334687499999692e+00,2.204724409448818867e-01,5.996254687500002234e-01
4.000000000000000000e+00,4.500000000000000000e+01,3.344013749999999785e+00,3.779527559055118058e-01,6.410250000000017323e-02
3.000000000000000000e+00,3.300000000000000000e+01,3.352026562499999862e+00,4.094488188976377896e-01,5.608968750000009607e-02
3.200000000000000000e+01,6.600000000000000000e+01,3.924942656249999828e+00,5.748031496062991907e-01,3.605765624999994756e-01
2.200000000000000000e+01,5.000000000000000000e+01,3.956993906249999693e+00,3.228346456692913202e-01,8.199778124999999029e-01
5.000000000000000000e+00,5.700000000000000000e+01,3.956993906249999693e+00,1.889763779527559029e-01,1.348823437499997446e-01
2.300000000000000000e+01,6.200000000000000000e+01,3.991716093749999583e+00,1.653543307086614289e-01,2.110040624999993675e-01
3.200000000000000000e+01,6.600000000000000000e+01,4.340273437499999609e+00,6.614173228346457156e-01,1.415596875000000310e-01
3.200000000000000000e+01,6.600000000000000000e+01,4.583328749999999729e+00,4.094488188976377896e-01,5.876062499999967770e-02
3.200000000000000000e+01,6.600000000000000000e+01,4.712869218749998979e+00,3.307086614173228578e-01,6.410250000000061732e-02
3.900000000000000000e+01,5.600000000000000000e+01,4.720882031249998612e+00,3.858267716535432879e-01,8.547000000000082309e-02
6.000000000000000000e+00,6.900000000000000000e+01,4.758275156249998972e+00,5.118110236220472231e-01,1.215276562500005042e-01
5.000000000000000000e+00,5.700000000000000000e+01,4.825048593749999171e+00,2.677165354330708902e-01,1.028310937499998801e-01
4.300000000000000000e+01,6.700000000000000000e+01,4.842409687499999116e+00,5.826771653543306728e-01,5.208328124999992426e-01
3.200000000000000000e+01,6.600000000000000000e+01,5.289791718749998317e+00,5.039370078740157410e-01,4.086534375000008268e-01
4.000000000000000000e+00,4.500000000000000000e+01,5.308488281249998053e+00,2.755905511811023723e-01,7.478625000000072021e-02
6.000000000000000000e+00,6.900000000000000000e+01,5.822643749999999230e+00,3.385826771653543399e-01,9.668793749999995413e-01
3.200000000000000000e+01,6.600000000000000000e+01,5.835998437499998914e+00,4.724409448818897572e-02,9.241443750000000179e-01
5.000000000000000000e+00,5.700000000000000000e+01,5.852024062499999069e+00,1.259842519685039353e-01,4.727559375000005559e-01
2.200000000000000000e+01,5.000000000000000000e+01,5.865378749999998753e+00,1.732283464566929110e-01,6.356831250000007927e-01
2.300000000000000000e+01,6.200000000000000000e+01,5.880068906249999117e+00,1.181102362204724393e-01,8.266551562500001893e-01
3.900000000000000000e+01,5.600000000000000000e+01,6.501061874999999546e+00,2.283464566929133965e-01,7.478624999999983203e-02
5.000000000000000000e+00,5.700000000000000000e+01,6.575848124999999378e+00,3.937007874015748254e-01,6.810890624999998977e-02
2.400000000000000000e+01,7.400000000000000000e+01,7.059287812499999148e+00,6.692913385826771977e-01,3.458864062500000003e-01
4.000000000000000000e+00,4.500000000000000000e+01,7.079319843749999563e+00,2.992125984251968740e-01,6.276703124999993832e-02
3.200000000000000000e+01,6.600000000000000000e+01,7.079319843749999563e+00,2.440944881889763884e-01,1.228631250000002950e-01
2.900000000000000000e+01,7.600000000000000000e+01,7.306349531249999529e+00,6.692913385826771977e-01,3.018159374999997979e-01
